date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
4/29/2023 0:00,12.5,3.9,20.2,0,,,10.7,,1017.7,
4/30/2023 0:00,13.3,6.8,18.6,0,,,8.6,,1014,
5/1/2023 0:00,13.6,5.5,20.7,0,,,10.9,,1010.5,
5/2/2023 0:00,13.5,8,18.3,0.1,,,13.1,,1012,
5/3/2023 0:00,16.6,9.5,23.8,0,,,9.5,,1009.7,
5/4/2023 0:00,15.6,10.6,19.9,3.3,,,11.4,,1005.4,
5/5/2023 0:00,15.4,9.2,21.4,0,,,13.1,,1005.5,
5/6/2023 0:00,13.8,7.2,20.1,0,,,13,,1008.4,
5/7/2023 0:00,13.4,8.4,18.1,0.2,,,12.4,,1010.8,
5/8/2023 0:00,14.4,7.4,20.8,0.2,,,12,,1012.6,
5/9/2023 0:00,16.9,9.6,23.3,0.6,,,13.1,,1009.9,
5/10/2023 0:00,14.8,11.3,20.2,15.4,,,14.2,,1008.6,
5/11/2023 0:00,10.3,8,12,43.8,,,19.1,,1007.3,
5/12/2023 0:00,11.6,8.8,15.1,27.9,,,18.1,,1013.7,
5/13/2023 0:00,11.9,8.6,16.5,1.3,,,11.7,,1021.8,
5/14/2023 0:00,11.8,9.3,14.8,7.1,,,14.1,,1026.4,
5/15/2023 0:00,13.2,9.2,17.2,1.5,,,8.8,,1026.8,
5/16/2023 0:00,16.6,8.9,24.7,0.3,,,10.4,,1018.3,
5/17/2023 0:00,17,11,22.8,0.8,,,9.5,,1013.1,
5/18/2023 0:00,14.1,11.6,17.5,7.5,,,14.3,,1013.8,
5/19/2023 0:00,12.9,10.2,16.7,1.2,,,13.6,,1021.8,
5/20/2023 0:00,13.8,8.9,18.8,0.2,,,9,,1021.6,
5/21/2023 0:00,16.5,9.8,22.6,0,,,9.3,,1017.1,
5/22/2023 0:00,16.9,10.4,23.2,0,,,10.2,,1013.4,
5/23/2023 0:00,17.5,10.5,23.8,0,,,10.2,,1012.6,
5/24/2023 0:00,15.9,11.8,20.9,1.6,,,12.2,,1013.1,
5/25/2023 0:00,16.9,10.7,23.7,0.6,,,12.8,,1010.9,
5/26/2023 0:00,16.7,12,23,2.3,,,14.5,,1011.1,
5/27/2023 0:00,17.6,10.8,23.9,1,,,14,,1009.8,
5/28/2023 0:00,17.5,10.3,23.4,0,,,9.9,,1010.6,
5/29/2023 0:00,19.3,11.4,26.5,0,,,9.8,,1010.1,
5/30/2023 0:00,19.3,13.2,25.5,0.1,,,11.3,,1009.6,
5/31/2023 0:00,18.5,12.5,24.2,2.7,,,13.9,,1007.8,
6/1/2023 0:00,16.5,11.6,21.2,1.2,,,11.9,,1006.7,
6/2/2023 0:00,15.7,10.7,19.7,0.7,,,10.6,,1009.8,
6/3/2023 0:00,13.5,10.7,16.5,4.3,,,11.3,,1014.4,
6/4/2023 0:00,14,11.5,17.6,11.4,,,12.4,,1017.1,
6/5/2023 0:00,15.6,11.1,20.5,2.9,,,10.9,,1017.6,
6/6/2023 0:00,17.5,11.4,23.7,0.8,,,9.1,,1014,
6/7/2023 0:00,17.9,12.9,23.2,7.4,,,9.4,,1011.2,
6/8/2023 0:00,18.6,12.5,24.5,0.5,,,9.3,,1011.7,
6/9/2023 0:00,19,13.3,25.1,3,,,11,,1012.1,
6/10/2023 0:00,18.3,12.7,24.1,0.3,,,11.2,,1010.7,
6/11/2023 0:00,15.6,11.4,20.8,10.7,,,15.1,,1013.5,
6/12/2023 0:00,14.4,11.6,18.3,2.8,,,13.7,,1012.1,
6/13/2023 0:00,13.4,9.6,17.3,7.2,,,11.5,,1012.2,
6/14/2023 0:00,17.3,9.8,24.5,0.3,,,10.5,,1008.7,
6/15/2023 0:00,17.5,13,22.3,1.7,,,13.8,,1007.6,
6/16/2023 0:00,14.6,11,20.4,19.6,,,16.4,,1014.5,
6/17/2023 0:00,14.6,9.3,19,3.4,,,10.9,,1014.5,
6/18/2023 0:00,20.1,10.8,28,0,,,14.9,,1007,
6/19/2023 0:00,24.2,14.6,31.8,0,,,16.6,,1004.4,
6/20/2023 0:00,23.4,15.2,29.6,0,,,13.9,,1007.8,
6/21/2023 0:00,21.6,15.7,28.1,0.1,,,15.8,,1011.8,
6/22/2023 0:00,19.8,16,25.6,6.5,,,17,,1012.4,
6/23/2023 0:00,21.9,13.6,29.8,0,,,15,,1008.1,
6/24/2023 0:00,21.8,13.3,28.6,0,,,17.8,,1011.3,
6/25/2023 0:00,20.8,13.4,27,0,,,13,,1015.2,
6/26/2023 0:00,23.1,14.5,30.5,0,,,15.8,,1010.7,
6/27/2023 0:00,25.8,17.6,33.2,0,,,22.3,,1004.6,
6/28/2023 0:00,23.3,15.8,29.3,0.8,,,15.3,,1007.6,
6/29/2023 0:00,21.2,16.3,26.3,9.6,,,18.4,,1011.3,
6/30/2023 0:00,17.9,14.2,22.4,1.8,,,13,,1015.4,
7/1/2023 0:00,20.2,12.3,27.2,0,,,9.5,,1016.5,
7/2/2023 0:00,22.8,15.1,29.6,0,,,11,,1013.9,
7/3/2023 0:00,24.2,15.5,31.6,0,,,10.6,,1011.7,
7/4/2023 0:00,21.9,16.5,28.6,1,,,19.8,,1012,
7/5/2023 0:00,18.2,14.2,24.3,1.9,,,20.3,,1016.7,
7/6/2023 0:00,19.4,14.2,25.9,1.5,,,16.6,,1014.4,
7/7/2023 0:00,19.2,15.4,25.8,4.4,,,18,,1012.3,
7/8/2023 0:00,19.2,13.2,25.3,2.2,,,16.5,,1012.6,
7/9/2023 0:00,21.6,14.1,29.7,0,,,13.3,,1012.9,
7/10/2023 0:00,25.1,16.4,32.8,0,,,11.4,,1010.7,
7/11/2023 0:00,27.3,18.6,35.2,0,,,12.6,,1009.5,
7/12/2023 0:00,26.9,19.5,34.2,0,,,13,,1010,
7/13/2023 0:00,25.8,18.6,32.6,0,,,13.9,,1010.2,
7/14/2023 0:00,24.5,18.9,31.1,1,,,17.9,,1011.5,
7/15/2023 0:00,22.7,15.3,28.8,0,,,10.6,,1016.4,
7/16/2023 0:00,25.4,16.8,33.1,0,,,11.9,,1014.8,
7/17/2023 0:00,27.1,17.8,34.8,0,,,13.4,,1012.6,
7/18/2023 0:00,27.3,19.9,34.3,0,,,14.3,,1011.3,
7/19/2023 0:00,25,19.5,31.4,0.4,,,13.8,,1016.2,
7/20/2023 0:00,21.3,17.8,27.9,5.1,,,18.4,,1018.7,
7/21/2023 0:00,21.3,14.8,28.2,0,,,13,,1019.5,
7/22/2023 0:00,24.1,16.1,31.5,0,,,10.5,,1016.7,
7/23/2023 0:00,26.4,17,34.5,0,,,12.1,,1014.8,
7/24/2023 0:00,27.5,18.8,35.4,0,,,11.8,,1014.9,
7/25/2023 0:00,28.2,20.2,36.1,0,,,13.4,,1013.7,
7/26/2023 0:00,26.4,19.7,33.6,0,,,11.6,,1014.7,
7/27/2023 0:00,25.8,18.2,33.2,0,,,11.7,,1014.2,
7/28/2023 0:00,26,18.1,34.1,0.8,,,12.6,,1015.2,
7/29/2023 0:00,25.2,18.8,32.4,0.3,,,14.1,,1017.6,
7/30/2023 0:00,25.4,19.3,32.8,0,,,12.2,,1016.7,
7/31/2023 0:00,25.1,19.7,32.7,0.7,,,12.4,,1015.7,
8/1/2023 0:00,23.2,17.9,29.7,4.1,,,11.7,,1016.6,
8/2/2023 0:00,23.7,18.1,30.3,1.1,,,10.8,,1015.1,
8/3/2023 0:00,23.4,17.3,29.9,1.7,,,11.9,,1014.2,
8/4/2023 0:00,24,17.2,30.3,0,,,11.1,,1013.2,
8/5/2023 0:00,22.4,16.7,29.1,1.9,,,16.1,,1015.2,
8/6/2023 0:00,19.1,14.4,25.1,0.1,,,16.7,,1018.5,
8/7/2023 0:00,20.3,13.9,27,0.3,,,13,,1015.6,
8/8/2023 0:00,20.7,14.2,27.2,4.1,,,13,,1012.4,
8/9/2023 0:00,21.2,13.8,28.3,0,,,12,,1011.2,
8/10/2023 0:00,23.9,16.3,30.9,0.3,,,14.3,,1009.3,
8/11/2023 0:00,24.2,17.3,30.9,0,,,12.3,,1011.1,
8/12/2023 0:00,23,17.9,27.7,0,,,12.7,,1013.7,
8/13/2023 0:00,20.4,16.2,25.9,0,,,17.1,,1016.9,
8/14/2023 0:00,19.4,13.1,26.4,0,,,9.3,,1022.5,
8/15/2023 0:00,23.6,14.2,32.5,0,,,8.9,,1019,
8/16/2023 0:00,26.6,17.7,34.5,0,,,12.5,,1013.7,
8/17/2023 0:00,25.6,19,32.3,0,,,14.8,,1014.1,
8/18/2023 0:00,26.7,19.5,33.7,0.6,,,13.4,,1010.3,
8/19/2023 0:00,26.8,19,34,0.2,,,14.1,,1012.5,
8/20/2023 0:00,26.8,19.3,34.6,0,,,18.2,,1015,
8/21/2023 0:00,28.2,19.4,35.7,0,,,21.3,,1015.2,
8/22/2023 0:00,27.2,21,33.8,0,,,16.7,,1016.1,
8/23/2023 0:00,26.3,19.5,32.7,0,,,14.7,,1015.1,
8/24/2023 0:00,25.6,19.7,31.6,1.1,,,13.5,,1013.2,
8/25/2023 0:00,20.4,15.5,25.4,8.2,,,19.6,,1018,
8/26/2023 0:00,19.4,13.7,25.4,0,,,11.2,,1020.6,
8/27/2023 0:00,21.3,15.8,28.8,0.6,,,10,,1017.9,
8/28/2023 0:00,20.2,16.2,26.3,0.2,,,11,,1019.1,
8/29/2023 0:00,21,13.6,28.7,0,,,9.2,,1020.2,
8/30/2023 0:00,24.1,15.1,33.9,0,,,13.1,,1013.1,
8/31/2023 0:00,25.9,17.1,34.4,0,,,12.3,,1008.6,
9/1/2023 0:00,26.3,18,35.4,0,,,13,,1010.6,
9/2/2023 0:00,25.4,18.4,31.6,0,,,10.1,,1013.5,
9/3/2023 0:00,24.4,18.4,30.7,3,,,12.2,,1011.3,
9/4/2023 0:00,23.8,17.5,30.7,0,,,18,,1003.8,
9/5/2023 0:00,19.4,12.5,24.7,0,,,16.5,,1012.6,
9/6/2023 0:00,21.1,13.5,29.1,0,,,12.7,,1014.7,
9/7/2023 0:00,23,16.1,29.5,0,,,12.4,,1013.1,
9/8/2023 0:00,22.5,15.6,29.9,0,,,11.1,,1016.7,
9/9/2023 0:00,22.3,16.9,28.4,0,,,14.3,,1018,
9/10/2023 0:00,18.1,14.2,23,5.4,,,16.4,,1019,
9/11/2023 0:00,15,12,18.6,8.7,,,14.8,,1021,
9/12/2023 0:00,16.3,11.2,22,0,,,10.3,,1017.6,
9/13/2023 0:00,17.3,12.6,22.9,0,,,11.4,,1013.7,
9/14/2023 0:00,15.1,12.4,19.5,6.3,,,15.1,,1016.2,
9/15/2023 0:00,13.2,10.7,16.1,5.9,,,12.4,,1021.2,
9/16/2023 0:00,16,9.2,22.8,0,,,7.1,,1021,
9/17/2023 0:00,18.5,11.3,25.2,0,,,9.7,,1017.6,
9/18/2023 0:00,19,13.8,25.2,0.2,,,12,,1013,
9/19/2023 0:00,17.4,13.5,23.3,0.3,,,10.4,,1011.7,
9/20/2023 0:00,17.8,12,24,0,,,12.2,,1010.9,
9/21/2023 0:00,18.8,12.8,24.9,0,,,9.9,,1009.5,
9/22/2023 0:00,18.2,12.1,24.2,0,,,12,,1009.6,
9/23/2023 0:00,16,10,21.6,0,,,12.1,,1012.2,
9/24/2023 0:00,15.8,9.4,22.5,0,,,7,,1016.4,
9/25/2023 0:00,17.1,9.1,24.8,0,,,6.9,,1019.5,
9/26/2023 0:00,18.2,11,25.2,0,,,8.6,,1017.6,
9/27/2023 0:00,19.2,12,26.5,0,,,11.6,,1013.4,
9/28/2023 0:00,20.2,13.6,27.5,0,,,12.6,,1008.3,
9/29/2023 0:00,19.1,13.3,25.7,0,,,12.7,,1008.5,
9/30/2023 0:00,19.3,11.7,27.5,0,,,14.9,,1008.8,
10/1/2023 0:00,20.7,14.1,26.5,0,,,24.5,,1008.1,
10/2/2023 0:00,18.2,13.4,23.9,1.5,,,18.1,,1008.9,
10/3/2023 0:00,13.2,9.5,17.4,0,,,14.7,,1010.2,
10/4/2023 0:00,12.4,7.3,17.3,0,,,8.3,,1016.6,
10/5/2023 0:00,12.8,7.6,18.3,0,,,11.3,,1022.1,
10/6/2023 0:00,10.5,7.7,14.8,0,,,13.1,,1026.4,
10/7/2023 0:00,11.6,4,18.8,0,,,8.1,,1023.3,
10/8/2023 0:00,14.6,7.6,22.2,0,,,7.9,,1017.4,
10/9/2023 0:00,15,7.7,22.6,0,,,8.7,,1011.7,
10/10/2023 0:00,15.8,9.1,22.9,0,,,8.8,,1004.6,
10/11/2023 0:00,14.8,10.8,20.7,4.2,,,12.7,,996.6,
10/12/2023 0:00,8.2,4.3,11.9,3,,,20.1,,999.3,
10/13/2023 0:00,6.4,2.8,11,0.7,,,19.2,,1018.7,
10/14/2023 0:00,6.5,0.6,12.1,0,,,9.6,,1024.4,
10/15/2023 0:00,9.3,2.8,15.7,0,,,8.9,,1026.8,
10/16/2023 0:00,12.4,5.7,19.8,0,,,7,,1023.6,
10/17/2023 0:00,15.9,7.9,24.8,0,,,10.1,,1013.9,
10/18/2023 0:00,14.5,9.9,20.5,0,,,12.3,,1016.2,
10/19/2023 0:00,15.2,8.3,23,0,,,8.3,,1019.2,
10/20/2023 0:00,15.9,8.4,25,0,,,7.3,,1016.1,
10/21/2023 0:00,15.2,8.5,22.8,0,,,8.6,,1012.3,
10/22/2023 0:00,13.9,8.3,20.8,0,,,9.4,,1008.9,
10/23/2023 0:00,15.3,8.3,23.3,0,,,8.9,,1004.9,
10/24/2023 0:00,12.9,8.5,18.9,1.3,,,10.6,,1008.1,
10/25/2023 0:00,12.1,7.1,17.8,0,,,10.6,,1009.6,
10/26/2023 0:00,9.6,6.1,14.4,0,,,16,,1009,
10/27/2023 0:00,4.2,1.6,8.1,0,,,21.9,,1019.6,
10/28/2023 0:00,-1.2,-5.6,1.6,9.7,,,21.1,,1021.2,
10/29/2023 0:00,-3.5,-7.9,1.2,3,,,14.1,,1030.6,
10/30/2023 0:00,-3,-11,4.1,0,,,7.4,,1030.4,
10/31/2023 0:00,0.5,-5,6.9,0,,,6.6,,1029,
11/1/2023 0:00,5.8,-0.9,14,0,,,7.3,,1021.2,
11/2/2023 0:00,8.5,1.9,15.1,0,,,12.4,,1018.3,
11/3/2023 0:00,11.4,6.6,17.7,0,,,12.7,,1017.6,
11/4/2023 0:00,9.8,5.3,16,0,,,11.1,,1021.1,
11/5/2023 0:00,12.2,5.3,21.3,0,,,13.5,,1013.1,
11/6/2023 0:00,11.6,6.2,18.4,0,,,10.5,,1009.6,
11/7/2023 0:00,12.7,7,21.1,0,,,14.7,,1006.2,
11/8/2023 0:00,4.4,0.5,7.7,1.4,,,14.9,,1017.7,
11/9/2023 0:00,2.5,-0.9,7.9,0,,,7.2,,1025.1,
11/10/2023 0:00,2,-4,9.4,0,,,5.2,,1021.9,
11/11/2023 0:00,4.2,-2.6,12.2,0,,,9.4,,1020.8,
11/12/2023 0:00,6.2,0.2,14.5,0,,,9,,1025.5,
11/13/2023 0:00,6.6,1,14.3,0,,,7.5,,1023.9,
11/14/2023 0:00,8.4,2.3,16.8,0,,,7.6,,1019.3,
11/15/2023 0:00,7.6,2.1,15.4,0,,,7.4,,1019.7,
11/16/2023 0:00,9.5,3.8,16.9,0,,,14.4,,1011.9,
11/17/2023 0:00,7.4,2.4,14.3,0,,,6.5,,1018.5,
11/18/2023 0:00,6.3,1.4,12.9,0,,,6.1,,1015,
11/19/2023 0:00,6.1,2.5,11.3,2.3,,,8.6,,1007.5,
11/20/2023 0:00,3.8,1.7,5.9,0.9,,,23.9,,1021,
11/21/2023 0:00,4,0,9.6,0,,,7.5,,1031.3,
11/22/2023 0:00,6.9,0.6,15.4,0,,,6.9,,1020.4,
11/23/2023 0:00,1.4,-2.5,4.8,0.5,,,21.8,,1018.3,
11/24/2023 0:00,-5.8,-7.8,-3,1.4,,,24.8,,1023.5,
11/25/2023 0:00,-7.7,-9.7,-4.7,0.4,,,13,,1021.6,
11/26/2023 0:00,-4.3,-11.7,2.5,0,,,9.4,,1024.7,
11/27/2023 0:00,-2.9,-8.7,3.9,0,,,7.7,,1027,
11/28/2023 0:00,1,-5.5,9.8,0,,,8,,1024.4,
11/29/2023 0:00,1.2,-5,9.8,0,,,7.1,,1014.6,
11/30/2023 0:00,-1.5,-4.6,3,0,,,10.6,,1010.6,
12/1/2023 0:00,-2.6,-5.1,2.1,0,,,8.2,,1010.2,
12/2/2023 0:00,-2,-5.3,2.8,0,,,18.8,,1012.3,
12/3/2023 0:00,0,-2.9,3.6,1.5,,,20.4,,1012.7,
12/4/2023 0:00,3.6,-3.3,11.6,0,,,13.5,,1019.1,
12/5/2023 0:00,4.3,-3.4,13,0,,,6,,1026.6,
12/6/2023 0:00,6.2,0.1,15.6,0,,,7.1,,1020.7,
12/7/2023 0:00,5.5,-0.1,14.1,0,,,14.9,,1007.6,
12/8/2023 0:00,-0.1,-2.8,3.6,2.6,,,14.8,,1011.2,
12/9/2023 0:00,-2.9,-6.3,0.6,0.5,,,10.3,,1028.2,
12/10/2023 0:00,-0.8,-8.1,7.3,0,,,15.5,,1023.1,
12/11/2023 0:00,2.1,-1.9,8.3,0,,,6.9,,1020.9,
12/12/2023 0:00,-0.3,-2.2,2.2,0,,,11.2,,1024.2,
12/13/2023 0:00,-0.6,-2.9,2.5,3.1,,,10.6,,1029.4,
12/14/2023 0:00,-0.3,-2.7,3,0,,,7.1,,1025.1,
12/15/2023 0:00,0.6,-4.1,7.3,0,,,8,,1027.4,
12/16/2023 0:00,2.6,-3.9,11.6,0,,,8.6,,1024,
12/17/2023 0:00,3.6,-1.4,11.5,0,,,10.3,,1023.5,
12/18/2023 0:00,1.6,-4.2,9.6,0,,,7.4,,1022.4,
12/19/2023 0:00,5.6,-0.6,13.9,0,,,7.7,,1014,
12/20/2023 0:00,4.7,0.9,11.2,0,,,5.7,,1017.3,
12/21/2023 0:00,4.6,-0.6,11.6,0,,,4.8,,1021,
12/22/2023 0:00,3.3,-1.6,10.1,0,,,6.4,,1019.8,
12/23/2023 0:00,3.2,-0.2,8.5,1.5,,,10,,1008.7,
12/24/2023 0:00,-3.7,-8.5,0.7,1.3,,,19,,1020,
12/25/2023 0:00,-7.9,-10.9,-3.9,0,,,10.1,,1022.9,
12/26/2023 0:00,-2.8,-7.4,2,2,,,18,,1017.1,
12/27/2023 0:00,-0.2,-3.3,5.1,0,,,11.4,,1022.6,
12/28/2023 0:00,-1.3,-5.8,5.3,0,,,7.2,,1025.4,
12/29/2023 0:00,-0.1,-5.6,7.6,0,,,8.3,,1025.7,
12/30/2023 0:00,1.2,-4.6,9.3,0,,,6.8,,1020.3,
12/31/2023 0:00,-0.9,-4.1,4.6,0,,,8.4,,1021.2,
1/1/2024 0:00,0.1,-5.8,8,0,,,5.4,,1022.5,
1/2/2024 0:00,-0.4,-5,5.7,0,,,6.6,,1022.9,
1/3/2024 0:00,-1.6,-6.2,5.3,0,,,8.9,,1019.4,
1/4/2024 0:00,-2.5,-4.9,0.5,0,,,8.5,,1014.6,
1/5/2024 0:00,-1.6,-4.1,2.3,0,,,8,,1014.2,
1/6/2024 0:00,-2.8,-5.4,1.4,0,,,10.4,,1014.2,
1/7/2024 0:00,-4.1,-7.5,0.6,0,,,10.6,,1005.6,
1/8/2024 0:00,-6,-9.5,-3.7,0.5,,,23.9,,1012.7,
1/9/2024 0:00,-4.9,-10.9,2.5,0,,,13.4,,1011.1,
1/10/2024 0:00,-3.2,-5.8,0.9,0,,,22.2,,1002.4,
1/11/2024 0:00,-7.6,-12,-4.9,0,,,18.4,,1005.1,
1/12/2024 0:00,-7.6,-12.7,-2,0.3,,,19.4,,1008.9,
1/13/2024 0:00,-14.5,-18.9,-10.7,1.7,,,33.8,,1016.5,
1/14/2024 0:00,-14.8,-18.4,-11.8,0.8,,,20.1,,1016.8,
1/15/2024 0:00,-16.3,-19.6,-13.3,2.9,,,21.9,,1024.9,
1/16/2024 0:00,-11.7,-20.8,-2.1,0,,,13,,1021.8,
1/17/2024 0:00,-3.3,-9.4,3.3,0,,,14.1,,1008.4,
1/18/2024 0:00,-2,-7.2,4.9,0,,,23.3,,1016.9,
1/19/2024 0:00,-6.6,-10.4,-2.2,0,,,12,,1028.8,
1/20/2024 0:00,-4.1,-9.1,1.6,0,,,13.7,,1019.4,
1/21/2024 0:00,1.5,-4.8,8.6,0,,,8.4,,1010.5,
1/22/2024 0:00,2,-2.8,7.8,0,,,7,,1012.5,
1/23/2024 0:00,2,-2,8,0,,,6.3,,1014.1,
1/24/2024 0:00,1.2,-3.4,6.9,0,,,5,,1016,
1/25/2024 0:00,1.1,-3.8,6.6,0.2,,,6.4,,1016.2,
1/26/2024 0:00,1.4,-0.7,4.8,1.8,,,8.1,,1023.3,
1/27/2024 0:00,0.7,-4.6,6.5,0,,,8.2,,1029.1,
1/28/2024 0:00,3.6,-3.5,12.2,0,,,7,,1027.8,
1/29/2024 0:00,4.8,-1.1,11.5,0,,,7.2,,1027.1,
1/30/2024 0:00,4.5,-1.5,12.1,0,,,5.5,,1024.7,
1/31/2024 0:00,4.3,-2.4,12.9,0,,,6.1,,1019,
2/1/2024 0:00,6,0.9,12.9,0,,,7,,1011,
2/2/2024 0:00,4,0.3,8.9,1.1,,,8.8,,1001.7,
2/3/2024 0:00,2.3,-0.8,4.4,21.2,,,13.1,,1001,
2/4/2024 0:00,0.5,-2.6,4.3,0.1,,,6.6,,1016.5,
2/5/2024 0:00,1.2,-3.9,7.2,0,,,7.1,,1018.8,
2/6/2024 0:00,4.7,-1.4,11.7,0,,,11.2,,1010,
2/7/2024 0:00,5.5,1.4,11.3,0,,,14.5,,997.7,
2/8/2024 0:00,3.1,-0.4,8.1,0,,,13,,1004.3,
2/9/2024 0:00,-0.4,-3.2,3.2,1.4,,,10.3,,1011.2,
2/10/2024 0:00,-2.8,-4.7,-0.6,1.5,,,14.2,,1016.2,
2/11/2024 0:00,-2.6,-6.1,1.3,0,,,8.4,,1020.9,
2/12/2024 0:00,0.7,-5,7.2,0,,,8.4,,1017.6,
2/13/2024 0:00,2,-2.8,8.4,0,,,9.6,,1015.4,
2/14/2024 0:00,2.3,-2.2,8.8,0,,,11.7,,1014,
2/15/2024 0:00,1.6,-3.9,8.5,0,,,13.1,,1016,
2/16/2024 0:00,-2.4,-6.1,1,4.6,,,16.7,,1021.5,
2/17/2024 0:00,-4.6,-8.8,0.6,0.2,,,10,,1026.8,
2/18/2024 0:00,-0.7,-8.3,6.6,0,,,8,,1016.1,
2/19/2024 0:00,5.2,-0.7,11.8,0,,,12.4,,1015.2,
2/20/2024 0:00,6.9,-0.3,14.8,0,,,10.7,,1016.6,
2/21/2024 0:00,7.8,3.8,14.6,0,,,13,,1011.1,
2/22/2024 0:00,3.8,0.5,8.2,0.2,,,10.1,,1019.1,
2/23/2024 0:00,2.9,-2.4,9,0,,,14.5,,1022.8,
2/24/2024 0:00,4.8,-3.4,15.1,0,,,11.8,,1016.8,
2/25/2024 0:00,7.5,0.1,16.5,0,,,18.3,,1011.6,
2/26/2024 0:00,9,3.9,15.6,0,,,24.7,,1002.8,
2/27/2024 0:00,1.1,-6,6.3,2.8,,,22.4,,1004.1,
2/28/2024 0:00,0.2,-7.6,9.5,0,,,13.4,,1020.3,
2/29/2024 0:00,5.6,-2.1,14.5,0,,,9.6,,1013.1,
3/1/2024 0:00,8.1,1.4,15.6,0,,,13.4,,1008.9,
3/2/2024 0:00,9.4,2.7,17.5,0,,,24,,1000.8,
3/3/2024 0:00,4.8,0.8,9.3,1.3,,,17.2,,1001,
3/4/2024 0:00,2.1,-1.7,7.1,0,,,13.7,,1010.5,
3/5/2024 0:00,1.9,-2.8,7,0,,,12.8,,1015.7,
3/6/2024 0:00,5.5,-0.6,12.6,0,,,9.7,,1009.3,
3/7/2024 0:00,1.6,-1.3,4.6,1.3,,,15.1,,1010.2,
3/8/2024 0:00,-0.8,-2.4,2.1,1.5,,,13,,1021.5,
3/9/2024 0:00,2,-5.4,10.1,0,,,6.7,,1022.4,
3/10/2024 0:00,6.5,-1.8,16.2,0,,,9,,1016.7,
3/11/2024 0:00,7.6,1.6,14.4,0,,,9.4,,1012.2,
3/12/2024 0:00,8.1,2.8,13.8,0,,,12.7,,1009.7,
3/13/2024 0:00,4.8,2,7.2,11.8,,,14.4,,1007.1,
3/14/2024 0:00,1.1,-1.4,3.1,27.7,,,21.3,,1018.6,
3/15/2024 0:00,2.2,-2.6,6.5,1.6,,,14.3,,1024.2,
3/16/2024 0:00,3.8,-2.6,9.2,0,,,8.5,,1020.3,
3/17/2024 0:00,4.9,1.4,9.2,0,,,8,,1022,
3/18/2024 0:00,6.1,-1.1,14.1,0,,,8,,1023.2,
3/19/2024 0:00,9.1,2.8,16,0,,,8.4,,1016.2,
3/20/2024 0:00,8.4,2.3,15.7,0,,,9.3,,1013.9,
3/21/2024 0:00,10.1,2.3,18.5,0,,,11.3,,1011.6,
3/22/2024 0:00,8.2,3.8,13.8,0,,,13.2,,1016.3,
3/23/2024 0:00,8.4,1.6,15.3,0.2,,,15.6,,1006.8,
3/24/2024 0:00,5.5,-0.6,10,10,,,19.1,,992.6,
3/25/2024 0:00,-1.9,-4.4,0.7,1.5,,,15.2,,1005.2,
3/26/2024 0:00,-0.2,-5,5.4,0,,,9.7,,1010.5,
3/27/2024 0:00,3,-3,9.4,0,,,14.1,,1016,
3/28/2024 0:00,7.1,-1.2,16,0,,,12.9,,1011.7,
3/29/2024 0:00,6.9,3.9,9.7,3.1,,,11.2,,1007.7,
3/30/2024 0:00,8.4,3.2,16.1,0,,,11.6,,1007.3,
3/31/2024 0:00,8.7,3.4,14.8,3.1,,,15.4,,1000.6,
4/1/2024 0:00,4.7,1.6,7.8,5.8,,,15.1,,1007.4,
4/2/2024 0:00,6.6,0.5,13.9,0,,,14.4,,1018.8,
4/3/2024 0:00,11.4,4.1,19.6,0,,,12.7,,1016.3,
4/4/2024 0:00,12.9,4.3,22.3,0,,,13.3,,1010.3,
4/5/2024 0:00,14.8,7.9,22.5,0,,,24.5,,1001.6,
4/6/2024 0:00,6.3,-0.7,10.3,0.5,,,36,,997.5,
4/7/2024 0:00,5,-1.4,11.5,0,,,32.6,,1007,
4/8/2024 0:00,5.9,0.5,12.5,0,,,11.4,,1013,
4/9/2024 0:00,7.3,0.3,15.2,0,,,9.3,,1015.7,
4/10/2024 0:00,8.3,4,14,0,,,14.6,,1017.6,
4/11/2024 0:00,8.5,2.1,16.4,0,,,9.1,,1018.8,
4/12/2024 0:00,13.4,3.8,22.7,0,,,11.9,,1014.5,
4/13/2024 0:00,16.3,9.2,23.7,0,,,13,,1010.9,
4/14/2024 0:00,16.5,8.4,24.8,0,,,14.6,,1009.6,
4/15/2024 0:00,13.6,6.7,21.1,0,,,20.7,,999.8,
4/16/2024 0:00,11.8,5.5,18.7,2.4,,,26.8,,1004.7,
4/17/2024 0:00,13.5,7.9,20.6,0,,,20.6,,1009.3,
4/18/2024 0:00,6.2,2.7,8.6,0.1,,,17.7,,1019.2,
4/19/2024 0:00,4.4,1.9,9.1,5.5,,,16.6,,1020.4,
4/20/2024 0:00,3.1,0,6.3,7,,,17,,1023.9,
4/21/2024 0:00,7.8,-0.2,16.5,0,,,13.5,,1022.1,
4/22/2024 0:00,15.1,7.7,22.9,0,,,19.1,,1008.5,
4/23/2024 0:00,12.2,9.5,15.9,0,,,15,,1013.8,
4/24/2024 0:00,14.3,6.3,22.8,0,,,13.4,,1012.5,
4/25/2024 0:00,15.3,10.1,23,0,,,14.6,,1002.9,
4/26/2024 0:00,12.2,8.7,17.7,7.6,,,16.3,,998.9,
4/27/2024 0:00,6.5,3.7,8.7,35,,,15.7,,1007.2,
4/28/2024 0:00,8.3,3.5,13.3,1.9,,,10.1,,1010.7,
