date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
4/29/2022 0:00,12.7,7.4,17.5,,,,26.6,,1002.7,
4/30/2022 0:00,10.5,3.4,17.4,,,,13.2,,1013.7,
5/1/2022 0:00,10.8,4.6,16.5,,,,18.1,,1009.8,
5/2/2022 0:00,7.1,3.8,9.8,,,,17.2,,1010.7,
5/3/2022 0:00,8.5,1.6,15.5,,,,13.1,,1008.7,
5/4/2022 0:00,7,5.1,9,,,,14.7,,1012.2,
5/5/2022 0:00,11.4,3.8,18.6,,,,9,,1013.8,
5/6/2022 0:00,18.1,8.9,26.8,,,,15.7,,1007.5,
5/7/2022 0:00,19.8,12.2,28.8,,,,20.8,,999.7,
5/8/2022 0:00,17.3,10,24.3,,,,20.3,,995.5,
5/9/2022 0:00,17.6,12.3,25.2,,,,24.5,,994.7,
5/10/2022 0:00,16.3,9.1,23.1,,,,15.5,,1008.6,
5/11/2022 0:00,20.9,10.4,29.7,,,,19.3,,1005.9,
5/12/2022 0:00,17.2,12.2,20.6,,,,25.1,,1006.5,
5/13/2022 0:00,15,7.5,22.9,,,,17.8,,1013.8,
5/14/2022 0:00,17.9,10.1,25,,,,13.2,,1014,
5/15/2022 0:00,18.6,11.7,24.8,,,,12.3,,1015.3,
5/16/2022 0:00,19.9,11.2,27.8,,,,12.8,,1010.2,
5/17/2022 0:00,20.5,14.6,27.7,,,,14.2,,1007.4,
5/18/2022 0:00,19.3,12.7,25.8,,,,11.4,,1011.7,
5/19/2022 0:00,21.9,14.1,29.9,,,,27.5,,998,
5/20/2022 0:00,7.1,1.3,15.9,,,,23.4,,1006.7,
5/21/2022 0:00,4.6,-0.8,8.4,,,,12.7,,1022.8,
5/22/2022 0:00,7.4,2.3,11.9,,,,16.4,,1021.6,
5/23/2022 0:00,9.7,5.4,14,,,,11.6,,1014.9,
5/24/2022 0:00,9.3,5.5,13.2,0.7,,,9.5,,1014.9,
5/25/2022 0:00,11.7,2.9,20.1,0,,,9.2,,1014.1,
5/26/2022 0:00,17.7,5.8,26.8,,,,10.4,,1012.6,
5/27/2022 0:00,21.2,10.9,30.5,,,,10.9,,1008,
5/28/2022 0:00,20.7,10.7,29.8,0,,,14.7,,998.8,
5/29/2022 0:00,16.2,10.1,23.3,1.5,,,13.1,,995.8,
5/30/2022 0:00,13,6.7,18.7,1.9,,,16.9,,1001,
5/31/2022 0:00,11.2,6.1,18.5,9.8,,,11.8,,1015,
6/1/2022 0:00,9.4,4,16.6,3.1,,,7.3,,1022.3,
6/2/2022 0:00,13.6,6.6,21.4,0,,,7.4,,1015.5,
6/3/2022 0:00,15.9,9.5,23.1,0.2,,,7.4,,1010.1,
6/4/2022 0:00,18.8,9.2,27.5,0,,,9.4,,1005.6,
6/5/2022 0:00,19.5,12.7,26.5,0.2,,,9.3,,1004,
6/6/2022 0:00,18.8,11.8,25.6,0.3,,,6.4,,1007.5,
6/7/2022 0:00,17.9,10.8,24.5,1,,,8.1,,1011.7,
6/8/2022 0:00,18.4,10.3,26.7,0,,,9.7,,1015.6,
6/9/2022 0:00,21.5,12.3,30,0.1,,,13.6,,1010.2,
6/10/2022 0:00,23.1,12.6,33.6,0,,,8.8,,1010.5,
6/11/2022 0:00,25.5,14.3,34.5,0,,,7.4,,1005.9,
6/12/2022 0:00,24.9,16.3,33.7,0,,,6.9,,1002.5,
6/13/2022 0:00,27.5,19.3,35.4,0,,,18.6,,996.4,
6/14/2022 0:00,22.1,16.7,26.1,0.2,,,21.2,,1003.1,
6/15/2022 0:00,20.8,11.9,28.9,0,,,17.4,,1009.9,
6/16/2022 0:00,24.3,14.7,32,0,,,13.3,,1012.9,
6/17/2022 0:00,26.5,18.1,34.4,0,,,19.1,,1010,
6/18/2022 0:00,24.6,18.5,29.8,0.2,,,19.1,,1008.7,
6/19/2022 0:00,23.8,17.9,28.7,0,,,22.9,,1008.3,
6/20/2022 0:00,24.1,15.9,30.9,0,,,22.3,,1009.4,
6/21/2022 0:00,20.2,14,25.4,0,,,18.6,,1020.5,
6/22/2022 0:00,20.6,13.9,27.4,0,,,14.1,,1019.5,
6/23/2022 0:00,23.5,15.2,31.1,0,,,12.8,,1011.7,
6/24/2022 0:00,23.9,16.8,30.1,0.6,,,12.7,,1009.7,
6/25/2022 0:00,19.2,15.1,23.5,1.9,,,17.5,,1018.5,
6/26/2022 0:00,17,13.5,21.2,1,,,18.7,,1025,
6/27/2022 0:00,20.1,13.5,27.4,0,,,10.1,,1022,
6/28/2022 0:00,23.5,14.8,31.4,0,,,11.4,,1018.8,
6/29/2022 0:00,24.9,16.7,32.2,0,,,14.7,,1014.7,
6/30/2022 0:00,22.8,17.8,28.6,1.2,,,14.8,,1014.7,
7/1/2022 0:00,20.7,15.3,26.9,0,,,11.5,,1015.7,
7/2/2022 0:00,22.8,15.9,29.7,0,,,11.8,,1013.2,
7/3/2022 0:00,23.5,16.5,29.9,0,,,13.5,,1010.5,
7/4/2022 0:00,25.4,16.8,33,0,,,11.3,,1009.4,
7/5/2022 0:00,25,18.6,31.6,0.9,,,12.2,,1010.5,
7/6/2022 0:00,22.5,16.7,29.2,0.6,,,11.8,,1012.8,
7/7/2022 0:00,23,15.5,30.2,0,,,9.3,,1014.9,
7/8/2022 0:00,24.7,16.6,31.9,0,,,12.1,,1018,
7/9/2022 0:00,27.6,18.5,35.4,0,,,13.6,,1017.6,
7/10/2022 0:00,28.2,20.4,36.4,0,,,13.9,,1014.2,
7/11/2022 0:00,24,20,29.8,0,,,14.5,,1016.2,
7/12/2022 0:00,23.9,16.6,30.7,0,,,12.2,,1015.8,
7/13/2022 0:00,26,18.2,33.6,0,,,12.7,,1014.1,
7/14/2022 0:00,26.9,18.5,34.8,0,,,11.6,,1014.5,
7/15/2022 0:00,26.2,20.7,33.3,2.9,,,11.6,,1015.8,
7/16/2022 0:00,25.6,19.4,32.6,0.3,,,11.4,,1014.7,
7/17/2022 0:00,27.3,18.5,34.9,0,,,12,,1014.1,
7/18/2022 0:00,28.2,20.5,36.2,0,,,16,,1011.1,
7/19/2022 0:00,27.8,21.3,34.8,0.6,,,13.2,,1010.6,
7/20/2022 0:00,25.7,19.3,32.4,0,,,12.3,,1014.1,
7/21/2022 0:00,26.9,18.5,33.9,0,,,11.1,,1012.5,
7/22/2022 0:00,27.7,18.9,34.8,0,,,11.5,,1010.6,
7/23/2022 0:00,26.9,19.6,34.2,0,,,14.3,,1010.1,
7/24/2022 0:00,22.3,18.4,28.1,0.2,,,12.7,,1015.1,
7/25/2022 0:00,22.9,17.1,29.4,0,,,13.4,,1013.2,
7/26/2022 0:00,23.9,18.1,30.3,1,,,14.2,,1012.3,
7/27/2022 0:00,24.1,16.9,30.8,0,,,13.8,,1013.5,
7/28/2022 0:00,21.2,17.9,25.8,1.2,,,15.6,,1016.2,
7/29/2022 0:00,20.6,15.8,25.6,3.5,,,12.6,,1016.7,
7/30/2022 0:00,23.2,16.2,30.5,0,,,10.8,,1015.6,
7/31/2022 0:00,24.4,18.2,31.4,0,,,10.3,,1015.7,
8/1/2022 0:00,25.9,17.8,33.2,0,,,12.1,,1013.8,
8/2/2022 0:00,26.2,19.3,33.4,0,,,14.3,,1010,
8/3/2022 0:00,25.1,19.3,31.4,0,,,12,,1012.5,
8/4/2022 0:00,25.9,18.7,33.5,0,,,14.6,,1013.4,
8/5/2022 0:00,27,20.1,34.1,1.5,,,13.4,,1010.6,
8/6/2022 0:00,25.9,20.1,32.3,0.2,,,14.8,,1011.5,
8/7/2022 0:00,23.6,19.2,30.4,4.7,,,15.4,,1015,
8/8/2022 0:00,23.3,16.6,29.9,0,,,11.8,,1017.3,
8/9/2022 0:00,25.5,17.7,33,0,,,12.2,,1016.1,
8/10/2022 0:00,26.1,19,33.2,0,,,14.1,,1018.1,
8/11/2022 0:00,26.6,19.1,34.2,0,,,13.4,,1016.4,
8/12/2022 0:00,26.4,19.6,33.3,0.2,,,11.3,,1015.1,
8/13/2022 0:00,25.9,19.5,32.7,0,,,11,,1015,
8/14/2022 0:00,25.2,18.7,31.8,0,,,12,,1013.2,
8/15/2022 0:00,22.2,18.1,28.6,3.3,,,14.7,,1013.8,
8/16/2022 0:00,19.4,15.3,24,7.2,,,11.2,,1017.7,
8/17/2022 0:00,21,15,27.6,0,,,9.5,,1018.7,
8/18/2022 0:00,23.2,15.2,30.5,0,,,9.6,,1016.4,
8/19/2022 0:00,21.7,16.5,27.6,0,,,12,,1014,
8/20/2022 0:00,19.4,15.7,23.6,4.3,,,12.5,,1016.2,
8/21/2022 0:00,19.6,14.3,25.7,0.6,,,10.7,,1016.9,
8/22/2022 0:00,20.8,15.3,27,0,,,9.7,,1017.2,
8/23/2022 0:00,22,14.9,28.5,0,,,9.5,,1014.8,
8/24/2022 0:00,22.5,15.4,29.4,0,,,9.5,,1015.5,
8/25/2022 0:00,22.1,16.3,28.7,0.1,,,11.1,,1016.6,
8/26/2022 0:00,21,16.1,26.6,1.3,,,11.2,,1014.1,
8/27/2022 0:00,22.6,14.8,30.2,0,,,12.4,,1008.8,
8/28/2022 0:00,23.6,16.1,31.1,0,,,14.1,,1006.8,
8/29/2022 0:00,22.8,16.1,29.2,0,,,9,,1013.9,
8/30/2022 0:00,24.3,16.8,32.5,0,,,11.3,,1018.8,
8/31/2022 0:00,24.6,17.7,31.6,0,,,12.2,,1017.3,
9/1/2022 0:00,24.1,15.6,32.1,0,,,8.8,,1013.9,
9/2/2022 0:00,24.9,17,32.7,0,,,13,,1013.9,
9/3/2022 0:00,23.7,16.5,31.3,0,,,11.3,,1019.9,
9/4/2022 0:00,25,16.4,34.3,0,,,10,,1015.6,
9/5/2022 0:00,26.1,17.5,34.9,0,,,11.8,,1012.2,
9/6/2022 0:00,26.8,18.3,34.1,0,,,9.9,,1015.2,
9/7/2022 0:00,26.4,18.3,34.2,0,,,11.5,,1017.2,
9/8/2022 0:00,26.5,18.5,34.2,0,,,12,,1008.8,
9/9/2022 0:00,19.1,13.8,23.9,1.3,,,21.6,,1009.3,
9/10/2022 0:00,13.3,11.1,16.4,8.7,,,21.5,,1019.8,
9/11/2022 0:00,16.6,8.3,25.1,0,,,7.6,,1021.3,
9/12/2022 0:00,20.8,11.6,30.1,0,,,7.9,,1014.9,
9/13/2022 0:00,21.2,13.6,29.4,0,,,13.3,,1010.2,
9/14/2022 0:00,19.5,15.9,24.1,0.4,,,10.9,,1008.4,
9/15/2022 0:00,17.6,13.1,23.3,2.3,,,10.3,,1012,
9/16/2022 0:00,18.2,12.1,25.7,0.4,,,9.1,,1011.9,
9/17/2022 0:00,18.7,12.5,25.3,0.4,,,10.5,,1009.5,
9/18/2022 0:00,20.6,13.1,29.1,0,,,9.9,,1009.4,
9/19/2022 0:00,21.8,14.7,29.3,0,,,10,,1010.8,
9/20/2022 0:00,22.4,15.5,29.5,0,,,9.9,,1012.7,
9/21/2022 0:00,16.8,12.6,20.1,2.9,,,17.8,,1017.9,
9/22/2022 0:00,13.7,11,17.5,2.4,,,11.7,,1017.1,
9/23/2022 0:00,17.3,10.8,25.1,0,,,16.6,,1013.9,
9/24/2022 0:00,17.4,9.8,25.9,0,,,8.3,,1018.3,
9/25/2022 0:00,16.2,10,22.8,0,,,7.6,,1022.8,
9/26/2022 0:00,17.4,9.4,26,0,,,7.9,,1020.7,
9/27/2022 0:00,16.6,11.1,22.7,0,,,9,,1021.3,
9/28/2022 0:00,17.7,10.6,26.5,0,,,9.9,,1021.3,
9/29/2022 0:00,18,11.7,24.3,0,,,10.3,,1017.4,
9/30/2022 0:00,16.9,11.9,23.1,1.1,,,10.4,,1012.8,
10/1/2022 0:00,14.7,11,19.9,0.7,,,8.7,,1014.4,
10/2/2022 0:00,14.2,9.9,21,1.1,,,9.3,,1017.3,
10/3/2022 0:00,14.3,10.2,20,3.2,,,10.4,,1018.3,
10/4/2022 0:00,13.4,8.4,18,0.2,,,9.1,,1019.4,
10/5/2022 0:00,13.2,8.5,18.4,0,,,8.3,,1022.3,
10/6/2022 0:00,13.6,7.4,19.7,0,,,7.5,,1024.1,
10/7/2022 0:00,10.1,8.1,12.7,0,,,13.9,,1027.6,
10/8/2022 0:00,10.6,5.3,16.7,0,,,8.3,,1026.1,
10/9/2022 0:00,12.6,6,20.2,0,,,6,,1022.4,
10/10/2022 0:00,13.9,6.7,21.7,0,,,8.1,,1016.2,
10/11/2022 0:00,14.7,8.2,21.5,0,,,17.8,,1009.7,
10/12/2022 0:00,12.6,6.4,19.9,0,,,14.4,,1017.1,
10/13/2022 0:00,11.3,4.6,18.1,0,,,9.5,,1019.8,
10/14/2022 0:00,13.9,6.4,22.8,0,,,11.2,,1012.5,
10/15/2022 0:00,11.8,5.9,17.4,0,,,12,,1016.2,
10/16/2022 0:00,10.2,7.3,14.6,0,,,8.9,,1023.5,
10/17/2022 0:00,9.2,3.6,15.6,0,,,6.7,,1023.7,
10/18/2022 0:00,10.4,3.5,18.4,0,,,6.7,,1023.8,
10/19/2022 0:00,13.4,4.4,22.6,0,,,8.2,,1022,
10/20/2022 0:00,13.9,6.2,23.7,0,,,9,,1016.3,
10/21/2022 0:00,14.4,7.2,22.8,0,,,15.8,,1007.2,
10/22/2022 0:00,14.4,7.9,20.9,0,,,17.6,,998.5,
10/23/2022 0:00,10.7,4.4,18.3,3.2,,,25.8,,994.3,
10/24/2022 0:00,3.4,0.6,8.2,0,,,15.2,,1011.8,
10/25/2022 0:00,5.3,-1.1,12.8,0,,,15.7,,1015,
10/26/2022 0:00,6.2,3.3,10.1,0,,,10,,1012.3,
10/27/2022 0:00,3.5,1.1,6.2,2.2,,,17.8,,1015,
10/28/2022 0:00,5.4,-1.5,14.6,0,,,6.5,,1025.1,
10/29/2022 0:00,6.4,-0.3,13.7,0,,,8.2,,1022.6,
10/30/2022 0:00,6.3,2,11.5,0,,,7.2,,1019.6,
10/31/2022 0:00,7.7,0.5,16.5,0,,,5.9,,1015.3,
11/1/2022 0:00,9.1,2.1,19.1,0,,,7.9,,1012.8,
11/2/2022 0:00,11.5,6.3,19,0,,,16.1,,1007.6,
11/3/2022 0:00,4.6,-0.8,8.2,1.3,,,17.5,,1008.7,
11/4/2022 0:00,0.8,-2.2,4.9,0,,,14.7,,1014.8,
11/5/2022 0:00,5.5,-0.4,13.3,0,,,24.2,,1003.8,
11/6/2022 0:00,5,1.9,8.9,0,,,18.2,,1012.1,
11/7/2022 0:00,6.6,0.8,13,0,,,15.3,,1015.1,
11/8/2022 0:00,10.8,4.1,18.2,0,,,16.2,,1010.9,
11/9/2022 0:00,9.6,4.7,17.2,0,,,18.8,,1005.2,
11/10/2022 0:00,2.6,-2.1,7.9,0,,,15.5,,1015.6,
11/11/2022 0:00,-2,-5.5,2.5,0,,,12.6,,1024.2,
11/12/2022 0:00,-0.9,-7.4,8,0,,,6.4,,1021.4,
11/13/2022 0:00,0.6,-4.5,6.3,0,,,12.5,,1014.7,
11/14/2022 0:00,-2.2,-5,0.7,0.9,,,10.5,,1022.1,
11/15/2022 0:00,-3.2,-6.2,0.6,3,,,10,,1029.3,
11/16/2022 0:00,-2.6,-7.2,3.7,0,,,8.8,,1031.6,
11/17/2022 0:00,-4.4,-6.9,-2.5,2.1,,,17.8,,1029.2,
11/18/2022 0:00,-6.4,-9.4,-2.9,1.9,,,12.3,,1029.2,
11/19/2022 0:00,-3.7,-12.3,3.9,0,,,7.9,,1028.6,
11/20/2022 0:00,-0.2,-7.4,8.3,0,,,6.1,,1024.7,
11/21/2022 0:00,0.9,-5.4,9.9,0,,,4.4,,1024.2,
11/22/2022 0:00,1.8,-4.8,9.7,0,,,6.8,,1021.8,
11/23/2022 0:00,1.2,-3.8,6.8,0.3,,,13.7,,1015.6,
11/24/2022 0:00,1.6,-1.3,5.4,0,,,12.1,,1028.6,
11/25/2022 0:00,3.4,-3.4,12.1,0,,,5.3,,1026.8,
11/26/2022 0:00,4.3,-1.5,11.5,0,,,10.5,,1013.6,
11/27/2022 0:00,3.1,-0.7,7.3,0,,,10.6,,1012.2,
11/28/2022 0:00,2.8,-2.3,10.1,0,,,13.3,,1001.4,
11/29/2022 0:00,-6,-10.4,-1.1,5.6,,,15.3,,1011.6,
11/30/2022 0:00,-5.5,-13,1.1,0,,,12.5,,1021.1,
12/1/2022 0:00,3.3,-9.2,11.5,0,,,13.8,,1009.6,
12/2/2022 0:00,3.8,-3.8,11.2,0.3,,,26.4,,1009.9,
12/3/2022 0:00,-2.4,-8.1,4.6,0,,,11,,1027.2,
12/4/2022 0:00,2.9,-2.9,9.6,0,,,9,,1018.2,
12/5/2022 0:00,3.8,-0.2,11.9,0,,,10.2,,1008.7,
12/6/2022 0:00,1,-3.9,7.5,0,,,7.5,,1013.6,
12/7/2022 0:00,0.9,-4.4,8.5,0,,,7.3,,1020.1,
12/8/2022 0:00,-0.1,-4,5.8,0,,,17.4,,1020.7,
12/9/2022 0:00,-2,-7.3,3.7,0,,,9.1,,1019.8,
12/10/2022 0:00,-0.6,-7.1,5.6,0,,,9.3,,1020.3,
12/11/2022 0:00,3,-4.2,12.6,0,,,11.7,,1011.8,
12/12/2022 0:00,3.5,-1.1,9.4,1.3,,,14.7,,1000.5,
12/13/2022 0:00,-5.7,-7.5,-1.6,3.2,,,20.6,,1005.6,
12/14/2022 0:00,-4.6,-9.2,-0.4,0,,,14.4,,1011.5,
12/15/2022 0:00,-6.3,-8.9,-3.5,0,,,11.8,,1017.8,
12/16/2022 0:00,-7.5,-10.4,-2.2,0,,,13.9,,1022.2,
12/17/2022 0:00,-6.2,-11.4,0.6,0,,,9.2,,1020,
12/18/2022 0:00,-5.1,-10.5,1.1,0,,,8.8,,1016.1,
12/19/2022 0:00,-3.6,-9.4,5.1,0,,,9.9,,1021.4,
12/20/2022 0:00,-3,-8,3.6,0,,,9.2,,1025.9,
12/21/2022 0:00,-3.8,-12.8,5.1,0.8,,,18.9,,1015.9,
12/22/2022 0:00,-16.4,-18.9,-12.3,1.7,,,20.2,,1029.2,
12/23/2022 0:00,-13.5,-19.7,-8.8,0,,,13.1,,1031.7,
12/24/2022 0:00,-3.4,-12.6,6.1,0,,,9.4,,1026.8,
12/25/2022 0:00,1.8,-5.1,7.8,0,,,14.3,,1022.4,
12/26/2022 0:00,1.7,-2.2,7.6,0,,,10.5,,1023.6,
12/27/2022 0:00,6,-0.7,14.5,0,,,13.7,,1006.6,
12/28/2022 0:00,3.7,-0.5,6.2,13.9,,,10.9,,998.7,
12/29/2022 0:00,-1.3,-6.1,2.2,4.1,,,12.1,,1011,
12/30/2022 0:00,-3.3,-9.8,1.5,0,,,10.4,,1013.6,
12/31/2022 0:00,1.6,-4.6,7.9,0,,,11.7,,1005.5,
1/1/2023 0:00,1.6,-0.8,4.2,0,,,9.3,,1008.9,
1/2/2023 0:00,-1.2,-3.9,0.5,1,,,11.6,,1007.3,
1/3/2023 0:00,-3.8,-5.7,-0.8,0,,,9.9,,1011.8,
1/4/2023 0:00,-3.2,-6.7,1.7,0,,,9.7,,1018.7,
1/5/2023 0:00,-3.7,-8.4,1.6,0,,,9.3,,1021.5,
1/6/2023 0:00,-1.5,-7.6,3,0,,,9,,1017.6,
1/7/2023 0:00,-0.3,-4.3,5.3,0,,,5.4,,1025.9,
1/8/2023 0:00,-0.1,-6.8,7.1,0,,,7.4,,1022.2,
1/9/2023 0:00,2.2,-3.1,7.9,0,,,9,,1017.8,
1/10/2023 0:00,4.5,-1,12.1,0,,,10.7,,1009.6,
1/11/2023 0:00,0.4,-2.1,3,4.6,,,13.9,,1012.1,
1/12/2023 0:00,0.1,-4.1,5.9,0,,,8.2,,1029.4,
1/13/2023 0:00,1.3,-5,9.5,0,,,5.8,,1025.3,
1/14/2023 0:00,4.6,-1.5,12.6,0,,,7.2,,1010.6,
1/15/2023 0:00,2.1,-0.9,4.9,0,,,7.5,,999.6,
1/16/2023 0:00,1.8,-1.7,6.7,0,,,9.5,,1002.7,
1/17/2023 0:00,-0.8,-3.9,1.9,4.4,,,9.5,,1004.9,
1/18/2023 0:00,-3.1,-6.4,-1.5,8,,,19.3,,1009.2,
1/19/2023 0:00,-3.8,-11.1,1.5,0,,,9.2,,1017.8,
1/20/2023 0:00,-5,-9.7,-1.4,0.1,,,7.8,,1022.5,
1/21/2023 0:00,-5.2,-9,-2.3,0.2,,,11.8,,1022.3,
1/22/2023 0:00,-3.7,-8.1,1.4,0,,,7.8,,1016.2,
1/23/2023 0:00,-3.6,-6.1,-0.2,0.1,,,8.7,,1020.6,
1/24/2023 0:00,-4.7,-7.8,-1.4,0,,,7.2,,1021.4,
1/25/2023 0:00,-4.9,-7.7,-2,0,,,10,,1024.7,
1/26/2023 0:00,-3.7,-8.7,1.9,0,,,13.4,,1025.5,
1/27/2023 0:00,-0.6,-4.1,3.6,0,,,13.1,,1014.4,
1/28/2023 0:00,-3.3,-7.9,-0.3,0,,,15,,1012.3,
1/29/2023 0:00,-11,-13.5,-6.8,0.3,,,21.2,,1021.1,
1/30/2023 0:00,-13.3,-16,-8.9,1,,,13.7,,1024.8,
1/31/2023 0:00,-9.8,-14.5,-3.3,0.7,,,9.1,,1025.3,
2/1/2023 0:00,-5.7,-12.9,0.5,0,,,7.9,,1023.7,
2/2/2023 0:00,-1.5,-8.1,6.2,0,,,8.9,,1028,
2/3/2023 0:00,-0.2,-6,5.3,0,,,9,,1027,
2/4/2023 0:00,2.9,-3.7,11.6,0,,,10.5,,1019.1,
2/5/2023 0:00,2.8,-3.3,9.2,0,,,9.2,,1014.9,
2/6/2023 0:00,1,-1.9,4.9,0.1,,,14,,1012.5,
2/7/2023 0:00,0.4,-5.9,7.1,0,,,6.9,,1024.2,
2/8/2023 0:00,0.3,-5.9,7.6,0.2,,,12.3,,1019.3,
2/9/2023 0:00,-2.7,-5.4,0.5,0.4,,,22.7,,1028.3,
2/10/2023 0:00,-1.7,-9.9,8,0,,,8.5,,1029.2,
2/11/2023 0:00,2.2,-5.8,9.4,0,,,6.9,,1019.4,
2/12/2023 0:00,4,-1.1,9.8,0,,,9.6,,1016,
2/13/2023 0:00,3.6,-3.6,10.3,0,,,9.5,,1006.9,
2/14/2023 0:00,2.2,-2.8,8.7,0.4,,,16.5,,994.3,
2/15/2023 0:00,-7.9,-11.4,-3.2,6.7,,,22.8,,1015.6,
2/16/2023 0:00,-7.1,-13.1,-1.2,0.1,,,9.9,,1026.4,
2/17/2023 0:00,-2,-12.3,8.4,0,,,8.9,,1024.4,
2/18/2023 0:00,1.7,-4.7,7.6,0,,,9.2,,1014.2,
2/19/2023 0:00,2.2,-1.9,8.3,0,,,15.7,,1012.5,
2/20/2023 0:00,4.2,-1.4,10.3,0,,,16.9,,1009.8,
2/21/2023 0:00,6.9,0.7,13.7,0,,,15.5,,996.2,
2/22/2023 0:00,-6.8,-15.9,3.8,3.3,,,23.2,,998.8,
2/23/2023 0:00,-11.4,-19,-7.3,0.2,,,18.7,,1019.4,
2/24/2023 0:00,-6.4,-16.5,1.2,0.3,,,14.4,,1022.7,
2/25/2023 0:00,3.2,-6.2,13.2,0,,,9.8,,1016.9,
2/26/2023 0:00,5.2,-0.1,12.6,0,,,14,,1001.4,
2/27/2023 0:00,3.9,-0.2,9.5,0,,,13.8,,1005.6,
2/28/2023 0:00,1.7,-2.4,6.9,0,,,20.6,,1003.9,
3/1/2023 0:00,-2.1,-6.1,2,1,,,10.7,,1009.4,
3/2/2023 0:00,0.3,-4.7,5.9,0,,,10,,1008.3,
3/3/2023 0:00,1,-4,6.5,0.6,,,11.7,,1006.7,
3/4/2023 0:00,0.8,-4.5,6.6,0.1,,,15.4,,1011,
3/5/2023 0:00,4.4,-1.7,10.9,0,,,19.2,,1006.1,
3/6/2023 0:00,2.8,-2.2,8.8,0,,,11.3,,1014.3,
3/7/2023 0:00,1.3,-2.3,5.1,0,,,14.7,,1017.3,
3/8/2023 0:00,0.5,-3.1,4.3,0.1,,,15.1,,1018,
3/9/2023 0:00,2.5,-3.2,8.7,0.2,,,15.7,,1018,
3/10/2023 0:00,5.6,-1.9,12,0,,,13.8,,1008.8,
3/11/2023 0:00,6.7,1.8,11,0.3,,,21.8,,1005.1,
3/12/2023 0:00,1.2,-2.3,4.1,0,,,15.3,,1017.6,
3/13/2023 0:00,3,-3.3,10.5,0,,,9.5,,1018.2,
3/14/2023 0:00,7.2,-0.4,15.4,0,,,14.1,,1013.5,
3/15/2023 0:00,9.8,4.8,17.1,1,,,16.2,,1003.1,
3/16/2023 0:00,1.6,-2.5,6.1,1.9,,,19.9,,1015.1,
3/17/2023 0:00,-1.1,-6.5,3.7,0,,,9.9,,1024.7,
3/18/2023 0:00,-0.6,-6.6,5.6,0,,,8.6,,1028.6,
3/19/2023 0:00,2.1,-6.3,11.6,0,,,13,,1020.2,
3/20/2023 0:00,4,-0.8,8.7,0,,,9.8,,1007.3,
3/21/2023 0:00,5,0.1,11.2,0,,,10.7,,1005.2,
3/22/2023 0:00,3.9,0.2,7.9,0.1,,,13.9,,1006.6,
3/23/2023 0:00,3.5,-3,8.9,0.3,,,11,,1013.5,
3/24/2023 0:00,2.7,-1.7,7.8,0,,,10,,1010.6,
3/25/2023 0:00,-0.6,-3.3,2.1,1.2,,,21,,1012,
3/26/2023 0:00,-2.2,-8.5,2.3,0.2,,,10,,1017.6,
3/27/2023 0:00,-3,-4.9,-0.8,0.1,,,19,,1024.2,
3/28/2023 0:00,0.3,-8.5,9.1,0,,,11.4,,1025.2,
3/29/2023 0:00,4.9,-0.8,10.8,0,,,14,,1012.8,
3/30/2023 0:00,7.8,-0.7,16.5,0,,,19.9,,1000.1,
3/31/2023 0:00,4.2,1.2,8.1,0,,,31.2,,1006.8,
4/1/2023 0:00,7.6,0,16.6,0,,,15.7,,1014.1,
4/2/2023 0:00,11,4.8,18.6,0,,,15.8,,1004.2,
4/3/2023 0:00,8.9,3.4,14.9,0,,,17.3,,997.6,
4/4/2023 0:00,0.2,-4.6,4.9,1.1,,,21.5,,999.1,
4/5/2023 0:00,-2,-6.8,2.3,0,,,10.6,,1018.9,
4/6/2023 0:00,1.8,-5.3,9.2,0,,,8.8,,1025.3,
4/7/2023 0:00,7.7,-2,17.1,0,,,8.8,,1019.3,
4/8/2023 0:00,10.4,3.7,16.5,0,,,11.6,,1015,
4/9/2023 0:00,11.4,4.1,18.4,0,,,10.1,,1020.9,
4/10/2023 0:00,13.1,3.6,22.2,0,,,7.9,,1023.2,
4/11/2023 0:00,16.6,7.4,26.9,0,,,11.8,,1015.1,
4/12/2023 0:00,18.8,10.3,26.7,0,,,16.8,,1005.2,
4/13/2023 0:00,17.4,12.2,22.8,0,,,21.4,,996,
4/14/2023 0:00,6.7,1.5,11.9,3.6,,,18.1,,1003.5,
4/15/2023 0:00,3.6,-0.3,7.9,0,,,17.4,,1019.6,
4/16/2023 0:00,7.6,-0.4,15.7,0,,,9.3,,1022.2,
4/17/2023 0:00,12.6,4.1,20.4,0,,,10.1,,1009.5,
4/18/2023 0:00,14.4,6.6,22.2,0,,,21.3,,998.8,
4/19/2023 0:00,7.9,0.7,13,1.6,,,21.2,,1003.8,
4/20/2023 0:00,2.3,-2,6.6,0,,,20.6,,1019.1,
4/21/2023 0:00,2.4,-2,6.9,0,,,17.4,,1021.1,
4/22/2023 0:00,1.6,-1.2,4,1.2,,,12.8,,1021.4,
4/23/2023 0:00,5.6,-1.3,12,0,,,9.1,,1016.2,
4/24/2023 0:00,9,3.4,14.9,0.2,,,9.7,,1009.4,
4/25/2023 0:00,7,4.3,10,11.5,,,19.4,,1009.1,
4/26/2023 0:00,8.2,4.4,13,4.7,,,11.5,,1017,
4/27/2023 0:00,10,4.7,17.1,5,,,20.1,,1010.9,
4/28/2023 0:00,7.6,3.3,11.7,1.5,,,18.1,,1020.3,
